Route_Number,Route_Name,Ridership_Total,Week_Range,Route_Date,ObjectId
FerryHW,Halifax to Woodside,1025,2018.07.01 - 2018.07.07,7/6/2018 10:00:00 AM,256
FerryWH,Woodside to Halifax,1007,2018.07.01 - 2018.07.07,7/6/2018 10:00:00 AM,257
FerryDH,Dartmouth to Halifax,3550,2018.07.01 - 2018.07.07,7/7/2018 10:00:00 AM,258
FerryHD,Halifax to Dartmouth,3298,2018.07.01 - 2018.07.07,7/7/2018 10:00:00 AM,259
FerryHW,Halifax to Woodside,0,2018.07.01 - 2018.07.07,7/7/2018 10:00:00 AM,260
FerryWH,Woodside to Halifax,0,2018.07.01 - 2018.07.07,7/7/2018 10:00:00 AM,261
FerryDH,Dartmouth to Halifax,2083,2018.07.08 - 2018.07.14,7/8/2018 10:00:00 AM,262
FerryHD,Halifax to Dartmouth,2079,2018.07.08 - 2018.07.14,7/8/2018 10:00:00 AM,263
FerryHW,Halifax to Woodside,0,2018.07.08 - 2018.07.14,7/8/2018 10:00:00 AM,264
FerryWH,Woodside to Halifax,0,2018.07.08 - 2018.07.14,7/8/2018 10:00:00 AM,265
FerryDH,Dartmouth to Halifax,2423,2018.07.08 - 2018.07.14,7/9/2018 10:00:00 AM,266
FerryHD,Halifax to Dartmouth,2416,2018.07.08 - 2018.07.14,7/9/2018 10:00:00 AM,267
FerryHW,Halifax to Woodside,1196,2018.07.08 - 2018.07.14,7/9/2018 10:00:00 AM,268
FerryWH,Woodside to Halifax,1150,2018.07.08 - 2018.07.14,7/9/2018 10:00:00 AM,269
FerryDH,Dartmouth to Halifax,3381,2018.07.08 - 2018.07.14,7/10/2018 10:00:00 AM,270
FerryHD,Halifax to Dartmouth,3414,2018.07.08 - 2018.07.14,7/10/2018 10:00:00 AM,271
FerryHW,Halifax to Woodside,1272,2018.07.08 - 2018.07.14,7/10/2018 10:00:00 AM,272
FerryWH,Woodside to Halifax,1333,2018.07.08 - 2018.07.14,7/10/2018 10:00:00 AM,273
FerryDH,Dartmouth to Halifax,2698,2018.07.08 - 2018.07.14,7/11/2018 10:00:00 AM,274
FerryHD,Halifax to Dartmouth,2845,2018.07.08 - 2018.07.14,7/11/2018 10:00:00 AM,275
FerryHW,Halifax to Woodside,1231,2018.07.08 - 2018.07.14,7/11/2018 10:00:00 AM,276
FerryWH,Woodside to Halifax,1189,2018.07.08 - 2018.07.14,7/11/2018 10:00:00 AM,277
FerryDH,Dartmouth to Halifax,2887,2018.07.08 - 2018.07.14,7/12/2018 10:00:00 AM,278
FerryHD,Halifax to Dartmouth,3191,2018.07.08 - 2018.07.14,7/12/2018 10:00:00 AM,279
FerryHW,Halifax to Woodside,1227,2018.07.08 - 2018.07.14,7/12/2018 10:00:00 AM,280
FerryWH,Woodside to Halifax,1163,2018.07.08 - 2018.07.14,7/12/2018 10:00:00 AM,281
FerryDH,Dartmouth to Halifax,2918,2018.07.08 - 2018.07.14,7/13/2018 10:00:00 AM,282
FerryHD,Halifax to Dartmouth,2959,2018.07.08 - 2018.07.14,7/13/2018 10:00:00 AM,283
FerryHW,Halifax to Woodside,1280,2018.07.08 - 2018.07.14,7/13/2018 10:00:00 AM,284
FerryWH,Woodside to Halifax,1294,2018.07.08 - 2018.07.14,7/13/2018 10:00:00 AM,285
FerryDH,Dartmouth to Halifax,2735,2018.07.08 - 2018.07.14,7/14/2018 10:00:00 AM,286
FerryHD,Halifax to Dartmouth,2507,2018.07.08 - 2018.07.14,7/14/2018 10:00:00 AM,287
FerryHW,Halifax to Woodside,0,2018.07.08 - 2018.07.14,7/14/2018 10:00:00 AM,288
FerryWH,Woodside to Halifax,0,2018.07.08 - 2018.07.14,7/14/2018 10:00:00 AM,289
FerryDH,Dartmouth to Halifax,2000,2018.07.15 - 2018.07.21,7/15/2018 10:00:00 AM,290
FerryHD,Halifax to Dartmouth,1822,2018.07.15 - 2018.07.21,7/15/2018 10:00:00 AM,291
FerryHW,Halifax to Woodside,0,2018.07.15 - 2018.07.21,7/15/2018 10:00:00 AM,292
FerryWH,Woodside to Halifax,0,2018.07.15 - 2018.07.21,7/15/2018 10:00:00 AM,293
FerryDH,Dartmouth to Halifax,2612,2018.07.15 - 2018.07.21,7/16/2018 10:00:00 AM,294
FerryHD,Halifax to Dartmouth,2829,2018.07.15 - 2018.07.21,7/16/2018 10:00:00 AM,295
FerryHW,Halifax to Woodside,1297,2018.07.15 - 2018.07.21,7/16/2018 10:00:00 AM,296
FerryWH,Woodside to Halifax,1243,2018.07.15 - 2018.07.21,7/16/2018 10:00:00 AM,297
FerryDH,Dartmouth to Halifax,3099,2018.07.15 - 2018.07.21,7/17/2018 10:00:00 AM,298
FerryHD,Halifax to Dartmouth,3100,2018.07.15 - 2018.07.21,7/17/2018 10:00:00 AM,299
FerryHW,Halifax to Woodside,1275,2018.07.15 - 2018.07.21,7/17/2018 10:00:00 AM,300
FerryWH,Woodside to Halifax,1239,2018.07.15 - 2018.07.21,7/17/2018 10:00:00 AM,301
FerryDH,Dartmouth to Halifax,1786,2018.07.15 - 2018.07.21,7/18/2018 10:00:00 AM,302
FerryHD,Halifax to Dartmouth,1965,2018.07.15 - 2018.07.21,7/18/2018 10:00:00 AM,303
FerryHW,Halifax to Woodside,1029,2018.07.15 - 2018.07.21,7/18/2018 10:00:00 AM,304
FerryWH,Woodside to Halifax,1017,2018.07.15 - 2018.07.21,7/18/2018 10:00:00 AM,305
FerryDH,Dartmouth to Halifax,3149,2018.07.15 - 2018.07.21,7/19/2018 10:00:00 AM,306
FerryHD,Halifax to Dartmouth,3293,2018.07.15 - 2018.07.21,7/19/2018 10:00:00 AM,307
FerryHW,Halifax to Woodside,1206,2018.07.15 - 2018.07.21,7/19/2018 10:00:00 AM,308
FerryWH,Woodside to Halifax,1195,2018.07.15 - 2018.07.21,7/19/2018 10:00:00 AM,309
FerryDH,Dartmouth to Halifax,3408,2018.07.15 - 2018.07.21,7/20/2018 10:00:00 AM,310
FerryHD,Halifax to Dartmouth,3473,2018.07.15 - 2018.07.21,7/20/2018 10:00:00 AM,311
FerryHW,Halifax to Woodside,1134,2018.07.15 - 2018.07.21,7/20/2018 10:00:00 AM,312
FerryWH,Woodside to Halifax,1154,2018.07.15 - 2018.07.21,7/20/2018 10:00:00 AM,313
FerryDH,Dartmouth to Halifax,2470,2018.07.15 - 2018.07.21,7/21/2018 10:00:00 AM,314
FerryHD,Halifax to Dartmouth,2521,2018.07.15 - 2018.07.21,7/21/2018 10:00:00 AM,315
FerryHW,Halifax to Woodside,0,2018.07.15 - 2018.07.21,7/21/2018 10:00:00 AM,316
FerryWH,Woodside to Halifax,0,2018.07.15 - 2018.07.21,7/21/2018 10:00:00 AM,317
FerryDH,Dartmouth to Halifax,1252,2018.07.22 - 2018.07.28,7/22/2018 10:00:00 AM,318
FerryHD,Halifax to Dartmouth,1283,2018.07.22 - 2018.07.28,7/22/2018 10:00:00 AM,319
FerryHW,Halifax to Woodside,0,2018.07.22 - 2018.07.28,7/22/2018 10:00:00 AM,320
FerryWH,Woodside to Halifax,0,2018.07.22 - 2018.07.28,7/22/2018 10:00:00 AM,321
FerryDH,Dartmouth to Halifax,2396,2018.07.22 - 2018.07.28,7/23/2018 10:00:00 AM,322
FerryHD,Halifax to Dartmouth,2596,2018.07.22 - 2018.07.28,7/23/2018 10:00:00 AM,323
FerryHW,Halifax to Woodside,1112,2018.07.22 - 2018.07.28,7/23/2018 10:00:00 AM,324
FerryWH,Woodside to Halifax,1062,2018.07.22 - 2018.07.28,7/23/2018 10:00:00 AM,325
FerryDH,Dartmouth to Halifax,2895,2018.07.22 - 2018.07.28,7/24/2018 10:00:00 AM,326
FerryHD,Halifax to Dartmouth,2991,2018.07.22 - 2018.07.28,7/24/2018 10:00:00 AM,327
FerryHW,Halifax to Woodside,1239,2018.07.22 - 2018.07.28,7/24/2018 10:00:00 AM,328
FerryWH,Woodside to Halifax,1154,2018.07.22 - 2018.07.28,7/24/2018 10:00:00 AM,329
FerryDH,Dartmouth to Halifax,2565,2018.07.22 - 2018.07.28,7/25/2018 10:00:00 AM,330
FerryHD,Halifax to Dartmouth,2870,2018.07.22 - 2018.07.28,7/25/2018 10:00:00 AM,331
FerryHW,Halifax to Woodside,1216,2018.07.22 - 2018.07.28,7/25/2018 10:00:00 AM,332
FerryWH,Woodside to Halifax,1186,2018.07.22 - 2018.07.28,7/25/2018 10:00:00 AM,333
FerryDH,Dartmouth to Halifax,1922,2018.07.22 - 2018.07.28,7/26/2018 10:00:00 AM,334
FerryHD,Halifax to Dartmouth,2010,2018.07.22 - 2018.07.28,7/26/2018 10:00:00 AM,335
FerryHW,Halifax to Woodside,1089,2018.07.22 - 2018.07.28,7/26/2018 10:00:00 AM,336
FerryWH,Woodside to Halifax,1086,2018.07.22 - 2018.07.28,7/26/2018 10:00:00 AM,337
FerryDH,Dartmouth to Halifax,2724,2018.07.22 - 2018.07.28,7/27/2018 10:00:00 AM,338
FerryHD,Halifax to Dartmouth,2907,2018.07.22 - 2018.07.28,7/27/2018 10:00:00 AM,339
FerryHW,Halifax to Woodside,1199,2018.07.22 - 2018.07.28,7/27/2018 10:00:00 AM,340
FerryWH,Woodside to Halifax,1201,2018.07.22 - 2018.07.28,7/27/2018 10:00:00 AM,341
FerryDH,Dartmouth to Halifax,3347,2018.07.22 - 2018.07.28,7/28/2018 10:00:00 AM,342
FerryHD,Halifax to Dartmouth,3136,2018.07.22 - 2018.07.28,7/28/2018 10:00:00 AM,343
FerryHW,Halifax to Woodside,0,2018.07.22 - 2018.07.28,7/28/2018 10:00:00 AM,344
FerryWH,Woodside to Halifax,0,2018.07.22 - 2018.07.28,7/28/2018 10:00:00 AM,345
FerryDH,Dartmouth to Halifax,1929,2018.07.29 - 2018.08.04,7/29/2018 10:00:00 AM,346
FerryHD,Halifax to Dartmouth,1848,2018.07.29 - 2018.08.04,7/29/2018 10:00:00 AM,347
FerryHW,Halifax to Woodside,0,2018.07.29 - 2018.08.04,7/29/2018 10:00:00 AM,348
FerryWH,Woodside to Halifax,0,2018.07.29 - 2018.08.04,7/29/2018 10:00:00 AM,349
FerryDH,Dartmouth to Halifax,2835,2018.07.29 - 2018.08.04,7/30/2018 10:00:00 AM,350
FerryHD,Halifax to Dartmouth,2974,2018.07.29 - 2018.08.04,7/30/2018 10:00:00 AM,351
FerryHW,Halifax to Woodside,1262,2018.07.29 - 2018.08.04,7/30/2018 10:00:00 AM,352
FerryWH,Woodside to Halifax,1243,2018.07.29 - 2018.08.04,7/30/2018 10:00:00 AM,353
FerryDH,Dartmouth to Halifax,3110,2018.07.29 - 2018.08.04,7/31/2018 10:00:00 AM,354
FerryHD,Halifax to Dartmouth,3115,2018.07.29 - 2018.08.04,7/31/2018 10:00:00 AM,355
FerryHW,Halifax to Woodside,1189,2018.07.29 - 2018.08.04,7/31/2018 10:00:00 AM,356
FerryWH,Woodside to Halifax,1147,2018.07.29 - 2018.08.04,7/31/2018 10:00:00 AM,357
FerryDH,Dartmouth to Halifax,4220,2018.07.29 - 2018.08.04,8/1/2018 10:00:00 AM,358
FerryHD,Halifax to Dartmouth,4350,2018.07.29 - 2018.08.04,8/1/2018 10:00:00 AM,359
FerryHW,Halifax to Woodside,1295,2018.07.29 - 2018.08.04,8/1/2018 10:00:00 AM,360
FerryWH,Woodside to Halifax,1274,2018.07.29 - 2018.08.04,8/1/2018 10:00:00 AM,361
FerryDH,Dartmouth to Halifax,4346,2018.07.29 - 2018.08.04,8/2/2018 10:00:00 AM,362
FerryHD,Halifax to Dartmouth,4348,2018.07.29 - 2018.08.04,8/2/2018 10:00:00 AM,363
FerryHW,Halifax to Woodside,1354,2018.07.29 - 2018.08.04,8/2/2018 10:00:00 AM,364
FerryWH,Woodside to Halifax,1345,2018.07.29 - 2018.08.04,8/2/2018 10:00:00 AM,365
FerryDH,Dartmouth to Halifax,5377,2018.07.29 - 2018.08.04,8/3/2018 10:00:00 AM,366
FerryHD,Halifax to Dartmouth,4867,2018.07.29 - 2018.08.04,8/3/2018 10:00:00 AM,367
FerryHW,Halifax to Woodside,1234,2018.07.29 - 2018.08.04,8/3/2018 10:00:00 AM,368
FerryWH,Woodside to Halifax,1191,2018.07.29 - 2018.08.04,8/3/2018 10:00:00 AM,369
FerryDH,Dartmouth to Halifax,8173,2018.07.29 - 2018.08.04,8/4/2018 10:00:00 AM,370
FerryHD,Halifax to Dartmouth,8064,2018.07.29 - 2018.08.04,8/4/2018 10:00:00 AM,371
FerryHW,Halifax to Woodside,0,2018.07.29 - 2018.08.04,8/4/2018 10:00:00 AM,372
FerryWH,Woodside to Halifax,0,2018.07.29 - 2018.08.04,8/4/2018 10:00:00 AM,373
FerryDH,Dartmouth to Halifax,3933,2018.08.05 - 2018.08.11,8/5/2018 10:00:00 AM,374
FerryHD,Halifax to Dartmouth,3732,2018.08.05 - 2018.08.11,8/5/2018 10:00:00 AM,375
FerryHW,Halifax to Woodside,0,2018.08.05 - 2018.08.11,8/5/2018 10:00:00 AM,376
FerryWH,Woodside to Halifax,0,2018.08.05 - 2018.08.11,8/5/2018 10:00:00 AM,377
FerryDH,Dartmouth to Halifax,5094,2018.08.05 - 2018.08.11,8/6/2018 10:00:00 AM,378
FerryHD,Halifax to Dartmouth,4599,2018.08.05 - 2018.08.11,8/6/2018 10:00:00 AM,379
FerryHW,Halifax to Woodside,505,2018.08.05 - 2018.08.11,8/6/2018 10:00:00 AM,380
FerryWH,Woodside to Halifax,449,2018.08.05 - 2018.08.11,8/6/2018 10:00:00 AM,381
FerryDH,Dartmouth to Halifax,2372,2018.08.05 - 2018.08.11,8/7/2018 10:00:00 AM,382
FerryHD,Halifax to Dartmouth,2467,2018.08.05 - 2018.08.11,8/7/2018 10:00:00 AM,383
FerryHW,Halifax to Woodside,1089,2018.08.05 - 2018.08.11,8/7/2018 10:00:00 AM,384
FerryWH,Woodside to Halifax,1052,2018.08.05 - 2018.08.11,8/7/2018 10:00:00 AM,385
FerryDH,Dartmouth to Halifax,2561,2018.08.05 - 2018.08.11,8/8/2018 10:00:00 AM,386
FerryHD,Halifax to Dartmouth,2611,2018.08.05 - 2018.08.11,8/8/2018 10:00:00 AM,387
FerryHW,Halifax to Woodside,1102,2018.08.05 - 2018.08.11,8/8/2018 10:00:00 AM,388
FerryWH,Woodside to Halifax,1094,2018.08.05 - 2018.08.11,8/8/2018 10:00:00 AM,389
FerryDH,Dartmouth to Halifax,2101,2018.08.05 - 2018.08.11,8/9/2018 10:00:00 AM,390
FerryHD,Halifax to Dartmouth,2184,2018.08.05 - 2018.08.11,8/9/2018 10:00:00 AM,391
FerryHW,Halifax to Woodside,1072,2018.08.05 - 2018.08.11,8/9/2018 10:00:00 AM,392
FerryWH,Woodside to Halifax,1004,2018.08.05 - 2018.08.11,8/9/2018 10:00:00 AM,393
FerryDH,Dartmouth to Halifax,3390,2018.08.05 - 2018.08.11,8/10/2018 10:00:00 AM,394
FerryHD,Halifax to Dartmouth,3330,2018.08.05 - 2018.08.11,8/10/2018 10:00:00 AM,395
FerryHW,Halifax to Woodside,1029,2018.08.05 - 2018.08.11,8/10/2018 10:00:00 AM,396
FerryWH,Woodside to Halifax,1044,2018.08.05 - 2018.08.11,8/10/2018 10:00:00 AM,397
FerryDH,Dartmouth to Halifax,3484,2018.08.05 - 2018.08.11,8/11/2018 10:00:00 AM,398
FerryHD,Halifax to Dartmouth,3235,2018.08.05 - 2018.08.11,8/11/2018 10:00:00 AM,399
FerryHW,Halifax to Woodside,0,2018.08.05 - 2018.08.11,8/11/2018 10:00:00 AM,400
FerryWH,Woodside to Halifax,0,2018.08.05 - 2018.08.11,8/11/2018 10:00:00 AM,401
FerryDH,Dartmouth to Halifax,2245,2018.08.12 - 2018.08.18,8/12/2018 10:00:00 AM,402
FerryHD,Halifax to Dartmouth,2167,2018.08.12 - 2018.08.18,8/12/2018 10:00:00 AM,403
FerryHW,Halifax to Woodside,0,2018.08.12 - 2018.08.18,8/12/2018 10:00:00 AM,404
FerryWH,Woodside to Halifax,0,2018.08.12 - 2018.08.18,8/12/2018 10:00:00 AM,405
FerryDH,Dartmouth to Halifax,2665,2018.08.12 - 2018.08.18,8/13/2018 10:00:00 AM,406
FerryHD,Halifax to Dartmouth,2722,2018.08.12 - 2018.08.18,8/13/2018 10:00:00 AM,407
FerryHW,Halifax to Woodside,1208,2018.08.12 - 2018.08.18,8/13/2018 10:00:00 AM,408
FerryWH,Woodside to Halifax,1161,2018.08.12 - 2018.08.18,8/13/2018 10:00:00 AM,409
FerryDH,Dartmouth to Halifax,2165,2018.08.12 - 2018.08.18,8/14/2018 10:00:00 AM,410
FerryHD,Halifax to Dartmouth,2313,2018.08.12 - 2018.08.18,8/14/2018 10:00:00 AM,411
FerryHW,Halifax to Woodside,1128,2018.08.12 - 2018.08.18,8/14/2018 10:00:00 AM,412
FerryWH,Woodside to Halifax,1176,2018.08.12 - 2018.08.18,8/14/2018 10:00:00 AM,413
FerryDH,Dartmouth to Halifax,2754,2018.08.12 - 2018.08.18,8/15/2018 10:00:00 AM,414
FerryHD,Halifax to Dartmouth,2836,2018.08.12 - 2018.08.18,8/15/2018 10:00:00 AM,415
FerryHW,Halifax to Woodside,1277,2018.08.12 - 2018.08.18,8/15/2018 10:00:00 AM,416
FerryWH,Woodside to Halifax,1223,2018.08.12 - 2018.08.18,8/15/2018 10:00:00 AM,417
FerryDH,Dartmouth to Halifax,3023,2018.08.12 - 2018.08.18,8/16/2018 10:00:00 AM,418
FerryHD,Halifax to Dartmouth,2987,2018.08.12 - 2018.08.18,8/16/2018 10:00:00 AM,419
FerryHW,Halifax to Woodside,1211,2018.08.12 - 2018.08.18,8/16/2018 10:00:00 AM,420
FerryWH,Woodside to Halifax,1183,2018.08.12 - 2018.08.18,8/16/2018 10:00:00 AM,421
FerryDH,Dartmouth to Halifax,3322,2018.08.12 - 2018.08.18,8/17/2018 10:00:00 AM,422
FerryHD,Halifax to Dartmouth,3319,2018.08.12 - 2018.08.18,8/17/2018 10:00:00 AM,423
FerryHW,Halifax to Woodside,1042,2018.08.12 - 2018.08.18,8/17/2018 10:00:00 AM,424
FerryWH,Woodside to Halifax,1054,2018.08.12 - 2018.08.18,8/17/2018 10:00:00 AM,425
FerryDH,Dartmouth to Halifax,1344,2018.08.12 - 2018.08.18,8/18/2018 10:00:00 AM,426
FerryHD,Halifax to Dartmouth,1273,2018.08.12 - 2018.08.18,8/18/2018 10:00:00 AM,427
FerryHW,Halifax to Woodside,0,2018.08.12 - 2018.08.18,8/18/2018 10:00:00 AM,428
FerryWH,Woodside to Halifax,0,2018.08.12 - 2018.08.18,8/18/2018 10:00:00 AM,429
FerryDH,Dartmouth to Halifax,2090,2018.08.19 - 2018.08.25,8/19/2018 10:00:00 AM,430
FerryHD,Halifax to Dartmouth,2047,2018.08.19 - 2018.08.25,8/19/2018 10:00:00 AM,431
FerryHW,Halifax to Woodside,0,2018.08.19 - 2018.08.25,8/19/2018 10:00:00 AM,432
FerryWH,Woodside to Halifax,0,2018.08.19 - 2018.08.25,8/19/2018 10:00:00 AM,433
FerryDH,Dartmouth to Halifax,2472,2018.08.19 - 2018.08.25,8/20/2018 10:00:00 AM,434
FerryHD,Halifax to Dartmouth,2574,2018.08.19 - 2018.08.25,8/20/2018 10:00:00 AM,435
FerryHW,Halifax to Woodside,1039,2018.08.19 - 2018.08.25,8/20/2018 10:00:00 AM,436
FerryWH,Woodside to Halifax,1080,2018.08.19 - 2018.08.25,8/20/2018 10:00:00 AM,437
FerryDH,Dartmouth to Halifax,2888,2018.08.19 - 2018.08.25,8/21/2018 10:00:00 AM,438
FerryHD,Halifax to Dartmouth,2998,2018.08.19 - 2018.08.25,8/21/2018 10:00:00 AM,439
FerryHW,Halifax to Woodside,1220,2018.08.19 - 2018.08.25,8/21/2018 10:00:00 AM,440
FerryWH,Woodside to Halifax,1248,2018.08.19 - 2018.08.25,8/21/2018 10:00:00 AM,441
FerryDH,Dartmouth to Halifax,1387,2018.08.19 - 2018.08.25,8/22/2018 10:00:00 AM,442
FerryHD,Halifax to Dartmouth,1628,2018.08.19 - 2018.08.25,8/22/2018 10:00:00 AM,443
FerryHW,Halifax to Woodside,1010,2018.08.19 - 2018.08.25,8/22/2018 10:00:00 AM,444
FerryWH,Woodside to Halifax,954,2018.08.19 - 2018.08.25,8/22/2018 10:00:00 AM,445
FerryDH,Dartmouth to Halifax,2938,2018.08.19 - 2018.08.25,8/23/2018 10:00:00 AM,446
FerryHD,Halifax to Dartmouth,3031,2018.08.19 - 2018.08.25,8/23/2018 10:00:00 AM,447
FerryHW,Halifax to Woodside,1183,2018.08.19 - 2018.08.25,8/23/2018 10:00:00 AM,448
FerryWH,Woodside to Halifax,1172,2018.08.19 - 2018.08.25,8/23/2018 10:00:00 AM,449
FerryDH,Dartmouth to Halifax,3100,2018.08.19 - 2018.08.25,8/24/2018 10:00:00 AM,450
FerryHD,Halifax to Dartmouth,3002,2018.08.19 - 2018.08.25,8/24/2018 10:00:00 AM,451
FerryHW,Halifax to Woodside,1145,2018.08.19 - 2018.08.25,8/24/2018 10:00:00 AM,452
FerryWH,Woodside to Halifax,1131,2018.08.19 - 2018.08.25,8/24/2018 10:00:00 AM,453
FerryDH,Dartmouth to Halifax,3194,2018.08.19 - 2018.08.25,8/25/2018 10:00:00 AM,454
FerryHD,Halifax to Dartmouth,2836,2018.08.19 - 2018.08.25,8/25/2018 10:00:00 AM,455
FerryHW,Halifax to Woodside,0,2018.08.19 - 2018.08.25,8/25/2018 10:00:00 AM,456
FerryWH,Woodside to Halifax,0,2018.08.19 - 2018.08.25,8/25/2018 10:00:00 AM,457
FerryDH,Dartmouth to Halifax,2166,2018.08.26 - 2018.09.01,8/26/2018 10:00:00 AM,458
FerryHD,Halifax to Dartmouth,2041,2018.08.26 - 2018.09.01,8/26/2018 10:00:00 AM,459
FerryHW,Halifax to Woodside,0,2018.08.26 - 2018.09.01,8/26/2018 10:00:00 AM,460
FerryWH,Woodside to Halifax,0,2018.08.26 - 2018.09.01,8/26/2018 10:00:00 AM,461
FerryDH,Dartmouth to Halifax,2288,2018.08.26 - 2018.09.01,8/27/2018 10:00:00 AM,462
FerryHD,Halifax to Dartmouth,2458,2018.08.26 - 2018.09.01,8/27/2018 10:00:00 AM,463
FerryHW,Halifax to Woodside,1134,2018.08.26 - 2018.09.01,8/27/2018 10:00:00 AM,464
FerryWH,Woodside to Halifax,1107,2018.08.26 - 2018.09.01,8/27/2018 10:00:00 AM,465
FerryDH,Dartmouth to Halifax,2608,2018.08.26 - 2018.09.01,8/28/2018 10:00:00 AM,466
FerryHD,Halifax to Dartmouth,2686,2018.08.26 - 2018.09.01,8/28/2018 10:00:00 AM,467
FerryHW,Halifax to Woodside,1187,2018.08.26 - 2018.09.01,8/28/2018 10:00:00 AM,468
FerryWH,Woodside to Halifax,1208,2018.08.26 - 2018.09.01,8/28/2018 10:00:00 AM,469
FerryDH,Dartmouth to Halifax,2542,2018.08.26 - 2018.09.01,8/29/2018 10:00:00 AM,470
FerryHD,Halifax to Dartmouth,2748,2018.08.26 - 2018.09.01,8/29/2018 10:00:00 AM,471
FerryHW,Halifax to Woodside,1203,2018.08.26 - 2018.09.01,8/29/2018 10:00:00 AM,472
FerryWH,Woodside to Halifax,1185,2018.08.26 - 2018.09.01,8/29/2018 10:00:00 AM,473
FerryDH,Dartmouth to Halifax,2088,2018.08.26 - 2018.09.01,8/30/2018 10:00:00 AM,474
FerryHD,Halifax to Dartmouth,2161,2018.08.26 - 2018.09.01,8/30/2018 10:00:00 AM,475
FerryHW,Halifax to Woodside,1138,2018.08.26 - 2018.09.01,8/30/2018 10:00:00 AM,476
FerryWH,Woodside to Halifax,1153,2018.08.26 - 2018.09.01,8/30/2018 10:00:00 AM,477
FerryDH,Dartmouth to Halifax,2761,2018.08.26 - 2018.09.01,8/31/2018 10:00:00 AM,478
FerryHD,Halifax to Dartmouth,2748,2018.08.26 - 2018.09.01,8/31/2018 10:00:00 AM,479
FerryHW,Halifax to Woodside,985,2018.08.26 - 2018.09.01,8/31/2018 10:00:00 AM,480
FerryWH,Woodside to Halifax,1055,2018.08.26 - 2018.09.01,8/31/2018 10:00:00 AM,481
FerryDH,Dartmouth to Halifax,2730,2018.08.26 - 2018.09.01,9/1/2018 10:00:00 AM,482
FerryHD,Halifax to Dartmouth,2377,2018.08.26 - 2018.09.01,9/1/2018 10:00:00 AM,483
FerryHW,Halifax to Woodside,0,2018.08.26 - 2018.09.01,9/1/2018 10:00:00 AM,484
FerryWH,Woodside to Halifax,0,2018.08.26 - 2018.09.01,9/1/2018 10:00:00 AM,485
FerryDH,Dartmouth to Halifax,2462,2018.09.02 - 2018.09.08,9/2/2018 10:00:00 AM,486
FerryHD,Halifax to Dartmouth,2256,2018.09.02 - 2018.09.08,9/2/2018 10:00:00 AM,487
FerryHW,Halifax to Woodside,0,2018.09.02 - 2018.09.08,9/2/2018 10:00:00 AM,488
FerryWH,Woodside to Halifax,0,2018.09.02 - 2018.09.08,9/2/2018 10:00:00 AM,489
FerryDH,Dartmouth to Halifax,1956,2018.09.02 - 2018.09.08,9/3/2018 10:00:00 AM,490
FerryHD,Halifax to Dartmouth,2140,2018.09.02 - 2018.09.08,9/3/2018 10:00:00 AM,491
FerryHW,Halifax to Woodside,0,2018.09.02 - 2018.09.08,9/3/2018 10:00:00 AM,492
FerryWH,Woodside to Halifax,0,2018.09.02 - 2018.09.08,9/3/2018 10:00:00 AM,493
FerryDH,Dartmouth to Halifax,1746,2018.09.02 - 2018.09.08,9/4/2018 10:00:00 AM,494
FerryHD,Halifax to Dartmouth,1979,2018.09.02 - 2018.09.08,9/4/2018 10:00:00 AM,495
FerryHW,Halifax to Woodside,1250,2018.09.02 - 2018.09.08,9/4/2018 10:00:00 AM,496
FerryWH,Woodside to Halifax,1234,2018.09.02 - 2018.09.08,9/4/2018 10:00:00 AM,497
FerryDH,Dartmouth to Halifax,2275,2018.09.02 - 2018.09.08,9/5/2018 10:00:00 AM,498
FerryHD,Halifax to Dartmouth,2362,2018.09.02 - 2018.09.08,9/5/2018 10:00:00 AM,499
FerryHW,Halifax to Woodside,1435,2018.09.02 - 2018.09.08,9/5/2018 10:00:00 AM,500
FerryWH,Woodside to Halifax,1395,2018.09.02 - 2018.09.08,9/5/2018 10:00:00 AM,501
FerryDH,Dartmouth to Halifax,2039,2018.09.02 - 2018.09.08,9/6/2018 10:00:00 AM,502
FerryHD,Halifax to Dartmouth,2146,2018.09.02 - 2018.09.08,9/6/2018 10:00:00 AM,503
FerryHW,Halifax to Woodside,1430,2018.09.02 - 2018.09.08,9/6/2018 10:00:00 AM,504
FerryWH,Woodside to Halifax,1413,2018.09.02 - 2018.09.08,9/6/2018 10:00:00 AM,505
FerryDH,Dartmouth to Halifax,2298,2018.09.02 - 2018.09.08,9/7/2018 10:00:00 AM,506
FerryHD,Halifax to Dartmouth,2399,2018.09.02 - 2018.09.08,9/7/2018 10:00:00 AM,507
FerryHW,Halifax to Woodside,1364,2018.09.02 - 2018.09.08,9/7/2018 10:00:00 AM,508
FerryWH,Woodside to Halifax,1391,2018.09.02 - 2018.09.08,9/7/2018 10:00:00 AM,509
FerryDH,Dartmouth to Halifax,2230,2018.09.02 - 2018.09.08,9/8/2018 10:00:00 AM,510
FerryHD,Halifax to Dartmouth,2089,2018.09.02 - 2018.09.08,9/8/2018 10:00:00 AM,511
FerryHW,Halifax to Woodside,0,2018.09.02 - 2018.09.08,9/8/2018 10:00:00 AM,512
FerryWH,Woodside to Halifax,0,2018.09.02 - 2018.09.08,9/8/2018 10:00:00 AM,513
FerryDH,Dartmouth to Halifax,1477,2018.09.09 - 2018.09.15,9/9/2018 10:00:00 AM,514
